"id","code","name","date","status","substitute"
"account_italian_banks_abi_3155",3155,"BANCA DI CIVIDALE SPA","2013-02-28",0,0
"account_italian_banks_abi_3157",3157,"BANK AUSTRIA AKTIENGESELLSCHAFT","2013-02-28",1,3081
"account_italian_banks_abi_3158",3158,"BANCA SISTEMA SPA","2013-02-28",0,0
"account_italian_banks_abi_3159",3159,"INTRA PRIVATE BANK","2013-02-28",0,0
"account_italian_banks_abi_3161",3161,"TRADINGLAB BANCA SPA","2013-02-28",1,3131
"account_italian_banks_abi_3162",3162,"MORGAN STANLEY BANK INTERNATIONAL LT","2013-02-28",0,0
"account_italian_banks_abi_3163",3163,"STATE STREET BANK SPA","2013-02-28",0,0
"account_italian_banks_abi_3164",3164,"BANCA CREDITO BIANCAVILLA","2013-02-28",1,5040
"account_italian_banks_abi_3165",3165,"IW BANK S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3166",3166,"COMDIRECT BANK SPA","2013-02-28",2,0
"account_italian_banks_abi_3167",3167,"OESTERREICHISCHE VOLKSBANKEN","2013-02-28",2,0
"account_italian_banks_abi_3168",3168,"B.CA CRED.AGRARIO FERRARA","2013-02-28",1,6155
"account_italian_banks_abi_3169",3169,"ING DIRECT N. V.","2013-02-28",0,0
"account_italian_banks_abi_3170",3170,"FINANZA E FUTURO BANCA SPA","2013-02-28",1,3104
"account_italian_banks_abi_3171",3171,"ISTITUTO BANCARIO SAMMARINESE","2013-02-28",1,3034
"account_italian_banks_abi_3172",3172,"B. DI CREDITO DI TRIESTE","2013-02-28",2,0
"account_italian_banks_abi_3173",3173,"CNH CAPITAL PUBLIC LIMITED COMPANY","2013-02-28",2,0
"account_italian_banks_abi_3174",3174,"BANCA SARA BANCA DELLA RETE S.P.A.","2013-02-28",1,3296
"account_italian_banks_abi_3175",3175,"WESTDEUTSCHE LANDESBANK GIROZENTRALE","2013-02-28",0,0
"account_italian_banks_abi_3177",3177,"BANCA SAI SPA","2013-02-28",0,0
"account_italian_banks_abi_3178",3178,"EURO COMMERCIAL BANK SPA","2013-02-28",0,0
"account_italian_banks_abi_3179",3179,"BNP PARIBAS LEASE GROUP","2013-02-28",0,0
"account_italian_banks_abi_3181",3181,"BNP PARIBAS","2013-02-28",0,0
"account_italian_banks_abi_3183",3183,"BANCA ESPERIA SPA","2013-02-28",0,0
"account_italian_banks_abi_3184",3184,"B. DI CREDITO DI SUZZARA","2013-02-28",1,5024
"account_italian_banks_abi_3185",3185,"BANCA IFIGEST SPA","2013-02-28",0,0
"account_italian_banks_abi_3186",3186,"BANCA 24-7 SPA","2013-02-28",1,3111
"account_italian_banks_abi_3187",3187,"CORTAL CONSORS","2013-02-28",0,0
"account_italian_banks_abi_3189",3189,"NATIXIS S.A.","2013-02-28",0,0
"account_italian_banks_abi_3190",3190,"EUROBANCA DEL TRENTINO SPA","2013-02-28",1,5387
"account_italian_banks_abi_3191",3191,"SANTANDER CONSUMER BANK SPA","2013-02-28",0,0
"account_italian_banks_abi_3192",3192,"SOCIETA' BANCHE SICILIANE","2013-02-28",1,3001
"account_italian_banks_abi_3193",3193,"BANCA VALLONE","2013-02-28",1,3001
"account_italian_banks_abi_3194",3194,"BANCO DESIO TOSCANA","2013-02-28",1,3440
"account_italian_banks_abi_3195",3195,"BANCA COMM.SAMMARINESE SPA","2013-02-28",1,3262
"account_italian_banks_abi_3196",3196,"BANCA DI GIRGENTI","2013-02-28",1,3032
"account_italian_banks_abi_3197",3197,"BANCA DEL GOTTARDO ITALIA SPA","2013-02-28",1,3209
"account_italian_banks_abi_3198",3198,"UNICREDIT BANCA PER LA CASA SPA","2013-02-28",0,0
"account_italian_banks_abi_3199",3199,"ARCA BIM SPA","2013-02-28",1,10008
"account_italian_banks_abi_3200",3200,"BANCA BIPIELLE CENTROSUD SPA","2013-02-28",1,5164
"account_italian_banks_abi_3201",3201,"BANCA MB SPA","2013-02-28",2,0
"account_italian_banks_abi_3202",3202,"ANTONVENETA ABN AMRO BANK SPA","2013-02-28",0,0
"account_italian_banks_abi_3203",3203,"BANK INSINGER DE BEAUFORT N.V.","2013-02-28",0,0
"account_italian_banks_abi_3204",3204,"BANCA DI LEGNANO S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3205",3205,"BANCA IFIS SPA","2013-02-28",0,0
"account_italian_banks_abi_3206",3206,"THE ROYAL BANK OF SCOTLAND","2013-02-28",0,0
"account_italian_banks_abi_3207",3207,"CAPITALIA SPA","2013-02-28",1,2008
"account_italian_banks_abi_3208",3208,"BANCA DI LUCANIA","2013-02-28",1,5332
"account_italian_banks_abi_3209",3209,"BSI ITALIA SPA","2013-02-28",1,3075
"account_italian_banks_abi_3210",3210,"BANCA M. PASCHI LEASING & FACTORING","2013-02-28",0,0
"account_italian_banks_abi_3211",3211,"BANCA PATRIMONI SELLA & C. S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3213",3213,"BANCA PRIMAVERA SPA","2013-02-28",1,3075
"account_italian_banks_abi_3214",3214,"UNICREDIT XELION BANCA S.P.A.","2013-02-28",1,3015
"account_italian_banks_abi_3215",3215,"BANCA FINECO SPA","2013-02-28",0,0
"account_italian_banks_abi_3216",3216,"BANCA 2000 SPA","2013-02-28",1,5584
"account_italian_banks_abi_3217",3217,"EUROHIPPO AKTIENGESELLSCHAFT","2013-02-28",0,0
"account_italian_banks_abi_3218",3218,"UNICREDIT CONSUMER FINANCING BANK","2013-02-28",1,2008
"account_italian_banks_abi_3219",3219,"MPS GESTIONE CREDITI BANCA S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3220",3220,"BANCA DI MARSALA","2013-02-28",1,3192
"account_italian_banks_abi_3221",3221,"BANCA BNL INVESTIMENTI SPA","2013-02-28",1,3589
"account_italian_banks_abi_3222",3222,"SGB FINANCE S.A.","2013-02-28",0,0
"account_italian_banks_abi_3223",3223,"UNICREDIT PRIVATE BANKING S.P.A.","2013-02-28",1,2008
"account_italian_banks_abi_3224",3224,"BANCA DI MESSINA","2013-02-28",1,1030
"account_italian_banks_abi_3225",3225,"BANCA CENTRALE DELLA REP.S.MARINO","2013-02-28",0,0
"account_italian_banks_abi_3226",3226,"UNICREDIT BANCA D'IMPRESA S.P.A.","2013-02-28",1,2008
"account_italian_banks_abi_3227",3227,"CNH CAPITAL EUROPE","2013-02-28",0,0
"account_italian_banks_abi_3229",3229,"BANCA MODENESE SPA","2013-02-28",1,6155
"account_italian_banks_abi_3230",3230,"DEPFA BANKMPLC","2013-02-28",0,0
"account_italian_banks_abi_3231",3231,"BANCO DESIO LAZIO SPA","2013-02-28",0,0
"account_italian_banks_abi_3232",3232,"BANCA DI PATERNO'","2013-02-28",1,3192
"account_italian_banks_abi_3233",3233,"ISTIT. BANCARIO SICILIANO","2013-02-28",1,3032
"account_italian_banks_abi_3234",3234,"BANCA PIEMONTESE","2013-02-28",1,3268
"account_italian_banks_abi_3235",3235,"B. DI SCONTO E C.CORRENTI","2013-02-28",0,0
"account_italian_banks_abi_3237",3237,"BANCA PARTNER SPA","2013-02-28",1,3530
"account_italian_banks_abi_3238",3238,"BANCA SPILIMBERGO TAMAI","2013-02-28",1,5188
"account_italian_banks_abi_3239",3239,"INTESA SAN PAOLO PRIVATE BANKING SPA","2013-02-28",0,0
"account_italian_banks_abi_3240",3240,"BANCA DI TRENTO E BOLZANO","2013-02-28",0,0
"account_italian_banks_abi_3241",3241,"BANQUE POPULAIRE COTE D'AZUR","2013-02-28",0,0
"account_italian_banks_abi_3242",3242,"BANCO DI LUCCA E DEL TIRRENO S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3243",3243,"STATE STREET BANK GMBH","2013-02-28",0,0
"account_italian_banks_abi_3244",3244,"BANCA DI VALLE CAMONICA","2013-02-28",0,0
"account_italian_banks_abi_3245",3245,"CREVERBANCA SPA","2013-02-28",1,5116
"account_italian_banks_abi_3246",3246,"BANCA DONATO MONGIO'","2013-02-28",1,3140
"account_italian_banks_abi_3247",3247,"COMPAGNIE GENERALE DE LOCATION","2013-02-28",0,0
"account_italian_banks_abi_3248",3248,"BANCA EMILIANA","2013-02-28",1,6230
"account_italian_banks_abi_3249",3249,"BANCA IMI S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3250",3250,"BANCA EUROMOBILIARE","2013-02-28",0,0
"account_italian_banks_abi_3251",3251,"UGF MERCHANT SPA","2013-02-28",0,0
"account_italian_banks_abi_3253",3253,"B.CA FEDERICO DEL VECCHIO","2013-02-28",0,0
"account_italian_banks_abi_3257",3257,"HYPO REAL ESTATE BANK INTERNATIONAL","2013-02-28",0,0
"account_italian_banks_abi_3258",3258,"BANCA ALBERTINI SYZ & C. S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3259",3259,"NORDEST BANCA S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3261",3261,"ABC INTERNATIONAL BANK PLC","2013-02-28",2,0
"account_italian_banks_abi_3262",3262,"ASSET BANCA S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3263",3263,"IBL BANCA IST.BANCARIO DEL LAVORO","2013-02-28",0,0
"account_italian_banks_abi_3265",3265,"BANCA PROMOS S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3266",3266,"BANCA ARNER (ITALIA) S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3267",3267,"BANCA GALILEO S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3268",3268,"BANCA SELLA SPA","2013-02-28",0,0
"account_italian_banks_abi_3269",3269,"BANCA DELLA NUOVA TERRA SPA","2013-02-28",0,0
"account_italian_banks_abi_3270",3270,"BANCA GATTO E PORPORA","2013-02-28",1,3328
"account_italian_banks_abi_3271",3271,"ALLFUNDS BANK S.A.","2013-02-28",0,0
"account_italian_banks_abi_3272",3272,"BANCA GENERALE DI CREDITO","2013-02-28",1,6290
"account_italian_banks_abi_3273",3273,"CREDITO DI ROMAGNA S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3274",3274,"BANCA GENEROSO ANDRIA","2013-02-28",1,3049
"account_italian_banks_abi_3275",3275,"RETI BANCARIE S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3277",3277,"CREDITO SAMMARINESE S.P.A.","2013-02-28",2,0
"account_italian_banks_abi_3278",3278,"BANCA EMILVENETA S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3279",3279,"SANTANDER PRIVATE BANKING S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3280",3280,"B.CA IND. AGRIC.RADICENA","2013-02-28",1,3032
"account_italian_banks_abi_3281",3281,"GENERAL ELECTRIC CAPITAL BANK S.A.","2013-02-28",0,0
"account_italian_banks_abi_3282",3282,"B.CA INDUSTR.LE DEL LAZIO","2013-02-28",2,0
"account_italian_banks_abi_3283",3283,"SEDICI BANCA","2013-02-28",0,0
"account_italian_banks_abi_3284",3284,"BANCA INDUSTR.GALLARATESE","2013-02-28",1,5164
"account_italian_banks_abi_3285",3285,"MACQUARIE BANK LIMITED","2013-02-28",0,0
"account_italian_banks_abi_3286",3286,"DEXIA BANQUE INTERNATIONALE A","2013-02-28",2,0
"account_italian_banks_abi_3287",3287,"BANCA SAMMARINESE DI INVESTIMENTO","2013-02-28",0,0
"account_italian_banks_abi_3288",3288,"B.CA INDUSTRIALE-PALERMO","2013-02-28",1,3038
"account_italian_banks_abi_3289",3289,"BANCA INTERNAZ. LOMBARDA","2013-02-28",1,3204
"account_italian_banks_abi_3290",3290,"CREDITO MILANESE","2013-02-28",1,5437
"account_italian_banks_abi_3291",3291,"BANCA ITALO ROMENA","2013-02-28",0,0
"account_italian_banks_abi_3292",3292,"BANCA LOMBARDA SPA","2013-02-28",1,3500
"account_italian_banks_abi_3293",3293,"BANCA MALDARI","2013-02-28",1,3208
"account_italian_banks_abi_3295",3295,"B.LEUZZI & MEGHA-GALATONE","2013-02-28",1,3140
"account_italian_banks_abi_3296",3296,"BANCA FIDEURAM SPA","2013-02-28",0,0
"account_italian_banks_abi_3297",3297,"B.MEDITERRANEA DI CREDITO","2013-02-28",1,2008
"account_italian_banks_abi_3298",3298,"DEUTSCHE BANK AG","2013-02-28",0,0
"account_italian_banks_abi_3299",3299,"IXS CORPORATE & INVESTIMENT BANK","2013-02-28",0,0
"account_italian_banks_abi_3300",3300,"CREDITO DEL LAZIO S.P.A.","2013-02-28",1,3512
"account_italian_banks_abi_3301",3301,"CASSA DEI RISPARMI DI MI E DELLA","2013-02-28",1,5080
"account_italian_banks_abi_3302",3302,"ALLGEMEINE HYPOTHEKENBANK RHEINBODEN","2013-02-28",2,0
"account_italian_banks_abi_3303",3303,"LEHMAN BROTHERS BANKHAUS","2013-02-28",0,0
"account_italian_banks_abi_3305",3305,"NATEXIS LEASE S.A.","2013-02-28",0,0
"account_italian_banks_abi_3306",3306,"PRADER BANK S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3307",3307,"2 S BANCA S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3309",3309,"BANCA INFRASTRUTT.INNOV.SVILUPPOSPA","2013-02-28",1,3069
"account_italian_banks_abi_3310",3310,"ETICREDITO-BANCA ETICA ADRIATICA SPA","2013-02-28",0,0
"account_italian_banks_abi_3311",3311,"BANCA SELLA HOLDING SPA","2013-02-28",0,0
"account_italian_banks_abi_3312",3312,"B.DEL SUD-B.MERCANTILE IT.","2013-02-28",1,5164
"account_italian_banks_abi_3313",3313,"BANCA IMPRESA LAZIO S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3314",3314,"FORTIS PRIME FUND SOLUTIONS BANK LTD","2013-02-28",0,0
"account_italian_banks_abi_3315",3315,"DEUTSCHE PFANDBRIEFBANK AG","2013-02-28",0,0
"account_italian_banks_abi_3316",3316,"CREDITWEST E COM.VESUVIANI","2013-02-28",1,3032
"account_italian_banks_abi_3317",3317,"BANCA DELLA PROVINCIA DI MACERATA","2013-02-28",0,0
"account_italian_banks_abi_3318",3318,"BANCA DI CRED.E RISP.DI ROMAGNA SPA","2013-02-28",1,6155
"account_italian_banks_abi_3319",3319,"IKB DEUTSCHE INDUSTRIEBANK","2013-02-28",0,0
"account_italian_banks_abi_3321",3321,"RBC DEXIA INVESTOR SERVICES BANK S.A","2013-02-28",0,0
"account_italian_banks_abi_3322",3322,"JOH.BERENBERG GOSSELER & CP.KG.","2013-02-28",2,0
"account_italian_banks_abi_3323",3323,"BANCA FEDERICIANA S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3325",3325,"BANCA MORGAN STANLEY SPA","2013-02-28",0,0
"account_italian_banks_abi_3327",3327,"BANCO DESIO VENETO S.P.A.","2013-02-28",1,3440
"account_italian_banks_abi_3328",3328,"B.NAZ.LE DELL'AGRICOLTURA","2013-02-28",1,5040
"account_italian_banks_abi_3329",3329,"KARNTNER SPARKASSE AG","2013-02-28",1,6045
"account_italian_banks_abi_3330",3330,"BANCA INTERREGIONALE S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3331",3331,"CENTRO LEASING BANCA S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3332",3332,"BANCA PASSADORE & C.","2013-02-28",0,0
"account_italian_banks_abi_3333",3333,"GE CORPORATE FINANCE BANK","2013-02-28",0,0
"account_italian_banks_abi_3334",3334,"TOYOTA KREDITBANK GMBH","2013-02-28",0,0
"account_italian_banks_abi_3336",3336,"CREDITO BERGAMASCO S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3337",3337,"SUMITOMO MITSUI BANKING CORPORATION","2013-02-28",0,0
"account_italian_banks_abi_3338",3338,"SERFINA BANCA- S.P.A","2013-02-28",0,0
"account_italian_banks_abi_3339",3339,"ING REAL ESTATE FINANCE E.F.C. S.A.","2013-02-28",0,0
"account_italian_banks_abi_3342",3342,"AMERICAN EXPRESS BANK GMBH","2013-02-28",0,0
"account_italian_banks_abi_3343",3343,"PICTET & CIE - EUROPE S.A.","2013-02-28",0,0
"account_italian_banks_abi_3344",3344,"BANCA DI BISCEGLIE","2013-02-28",1,3140
"account_italian_banks_abi_3345",3345,"FLASHBANK S.P.A.","2013-02-28",1,6050
"account_italian_banks_abi_3346",3346,"MIZUHO CORPORATE BANK LIMITED","2013-02-28",0,0
"account_italian_banks_abi_3347",3347,"BANQUE PRIVEE EDMOND DE ROTHSCHILD","2013-02-28",0,0
"account_italian_banks_abi_3348",3348,"BANCA POP. LECCO","2013-02-28",1,3104
"account_italian_banks_abi_3349",3349,"CNH FINANCIAL SERVICES SAS","2013-02-28",0,0
"account_italian_banks_abi_3350",3350,"BANCA DI CREDITO DEI FARMACISTI SPA","2013-02-28",1,3110
"account_italian_banks_abi_3351",3351,"BANK OF NEW YORK","2013-02-28",0,0
"account_italian_banks_abi_3353",3353,"BANCA DEL SUD S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3357",3357,"BANCA A.G.C.I.","2013-02-28",0,0
"account_italian_banks_abi_3358",3358,"CLAAS FINANCIAL SERVICES","2013-02-28",0,0
"account_italian_banks_abi_3359",3359,"BANCA PROSSIMA S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3360",3360,"B.CA PROVINCIALE LOMBARDA","2013-02-28",1,1025
"account_italian_banks_abi_3361",3361,"MELIORBANCA PRIVATE S.P.A.","2013-02-28",1,3279
"account_italian_banks_abi_3362",3362,"DE LAGE LANDEN INTERNATIONAL B V","2013-02-28",0,0
"account_italian_banks_abi_3365",3365,"BANCO DELLE TRE VENEZIE","2013-02-28",0,0
"account_italian_banks_abi_3366",3366,"BANCA RASINI","2013-02-28",1,5164
"account_italian_banks_abi_3367",3367,"BANCA SANTA GIULIA SPA","2013-02-28",0,0
"account_italian_banks_abi_3368",3368,"B. ROSENBERG COLORNI & CO","2013-02-28",1,3060
"account_italian_banks_abi_3369",3369,"NOMURA BANK INT. PLC ITALIAN BRANCH","2013-02-28",0,0
"account_italian_banks_abi_3370",3370,"J.P.IMORGAN INTERNATIONAL BANK","2013-02-28",0,0
"account_italian_banks_abi_3371",3371,"AS PRIVATBANK","2013-02-28",0,0
"account_italian_banks_abi_3372",3372,"BANCA SANNITICA","2013-02-28",1,5608
"account_italian_banks_abi_3373",3373,"KBC BANK N.V.","2013-02-28",0,0
"account_italian_banks_abi_3374",3374,"ALTO ADIGE BANCA SPA","2013-02-28",0,0
"account_italian_banks_abi_3376",3376,"BANCA S. PAOLO DI BRESCIA","2013-02-28",1,3500
"account_italian_banks_abi_3377",3377,"NATIONAL WESTMINSTER BANK PLC","2013-02-28",1,3206
"account_italian_banks_abi_3378",3378,"SOCIETE' GENERALE MUTUI ITALIA SPA","2013-02-28",0,0
"account_italian_banks_abi_3379",3379,"B. OF CREDIT AND COMMERCE INTERN.","2013-02-28",2,0
"account_italian_banks_abi_3380",3380,"BANK OF AMERICA N.A.","2013-02-28",0,0
"account_italian_banks_abi_3381",3381,"BANK SEPAH","2013-02-28",0,0
"account_italian_banks_abi_3384",3384,"BANCA SICULA","2013-02-28",1,2002
"account_italian_banks_abi_3385",3385,"BANCA ITB SPA","2013-02-28",0,0
"account_italian_banks_abi_3386",3386,"J C B  FINANCE","2013-02-28",0,0
"account_italian_banks_abi_3387",3387,"BANQUE CHAABI DU MAROC","2013-02-28",0,0
"account_italian_banks_abi_3388",3388,"BANCA STABIESE","2013-02-28",0,0
"account_italian_banks_abi_3389",3389,"BANCO SANTANDER S.A.","2013-02-28",0,0
"account_italian_banks_abi_3390",3390,"BANCA SUBALPINA","2013-02-28",1,6320
"account_italian_banks_abi_3391",3391,"B. TAMBORINO SANGIOVANNI","2013-02-28",1,3032
"account_italian_banks_abi_3392",3392,"B.TIBURTINA CRED. E SERV.","2013-02-28",1,5308
"account_italian_banks_abi_3393",3393,"BANCA SVILUPPO ECONOMICO S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3394",3394,"MAINFIRST BANK AG","2013-02-28",0,0
"account_italian_banks_abi_3395",3395,"BANCA INTERPROVINCIALE SOC.X AZIONI","2013-02-28",0,0
"account_italian_banks_abi_3398",3398,"BANCA SIMETICA","2013-02-28",0,0
"account_italian_banks_abi_3399",3399,"EXTRABANCA SPA","2013-02-28",0,0
"account_italian_banks_abi_3400",3400,"BANCA TOSCANA","2013-02-28",1,1030
"account_italian_banks_abi_3401",3401,"STANDARD CHARTERED BANK","2013-02-28",0,0
"account_italian_banks_abi_3402",3402,"WEBANK SPA","2013-02-28",0,0
"account_italian_banks_abi_3403",3403,"IMPREBANCA SPA","2013-02-28",0,0
"account_italian_banks_abi_3406",3406,"BANK OF THE PHILIPPINE ISLANDS  PLC","2013-02-28",0,0
"account_italian_banks_abi_3407",3407,"EDMOND DE ROTSCHILD BANQUE","2013-02-28",0,0
"account_italian_banks_abi_3409",3409,"BANCA VENTURI","2013-02-28",1,3556
"account_italian_banks_abi_3410",3410,"BANCA VINCENZO TAMBORINO","2013-02-28",1,3556
"account_italian_banks_abi_3411",3411,"INDUSTRIAL AND COMMERCIAL BANK OF","2013-02-28",0,0
"account_italian_banks_abi_3413",3413,"BANCA ZANONE","2013-02-28",1,3500
"account_italian_banks_abi_3414",3414,"BANKERS TRUST COMPANY","2013-02-28",2,0
"account_italian_banks_abi_3415",3415,"ATTIJARIWAFA BANK EUROPE","2013-02-28",0,0
"account_italian_banks_abi_3416",3416,"BANCO AMBROSIANO","2013-02-28",1,3001
"account_italian_banks_abi_3417",3417,"BANCA PRIVATA LEASING S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3418",3418,"BANKERS TRUST INTERNATIONAL PLC","2013-02-28",2,0
"account_italian_banks_abi_3419",3419,"J.P.MORGAN SECURITIES PLC","2013-02-28",0,0
"account_italian_banks_abi_3421",3421,"CARREFOUR BANQUE","2013-02-28",0,0
"account_italian_banks_abi_3422",3422,"AKF BANK GMBH & CO KG","2013-02-28",0,0
"account_italian_banks_abi_3423",3423,"BINCKBANK NV","2013-02-28",0,0
"account_italian_banks_abi_3424",3424,"B.CO CHIAVARI-RIV. LIGURE","2013-02-28",1,5164
"account_italian_banks_abi_3425",3425,"B.CO CREDITO P. AZZOAGLIO","2013-02-28",0,0
"account_italian_banks_abi_3426",3426,"BANCA DI CREDITO PELORITANO S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3427",3427,"UNION BANCAIRE PRIVEE SUCC.MILANO","2013-02-28",0,0
"account_italian_banks_abi_3428",3428,"B.CO DI CREDITO SICILIANO","2013-02-28",1,3312
"account_italian_banks_abi_3431",3431,"BANCA CARIGE ITALIA","2013-02-28",0,0
"account_italian_banks_abi_3432",3432,"CALYON-CORPORATE AND INVESTMENT BANK","2013-02-28",0,0
"account_italian_banks_abi_3440",3440,"B.O DESIO E DELLA BRIANZA","2013-02-28",0,0
"account_italian_banks_abi_3448",3448,"BANCO DI PERUGIA","2013-02-28",1,3400
"account_italian_banks_abi_3452",3452,"BANCO DI SANTO SPIRITO","2013-02-28",1,3002
"account_italian_banks_abi_3456",3456,"BANCAPULIA SPA","2013-02-28",1,5787
"account_italian_banks_abi_3459",3459,"B.CO TRICESIMO V. ELLERO & C.","2013-02-28",2,0
"account_italian_banks_abi_3465",3465,"BANCO DO BRASIL","2013-02-28",0,0
"account_italian_banks_abi_3466",3466,"BANCO HISPANO AMERICANO","2013-02-28",0,0
"account_italian_banks_abi_3475",3475,"ING BANK N.V.","2013-02-28",0,0
"account_italian_banks_abi_3476",3476,"BANCO LARIANO","2013-02-28",1,1025
"account_italian_banks_abi_3477",3477,"RIEGER BANK","2013-02-28",2,0
"account_italian_banks_abi_3479",3479,"BNP PARIBAS SECURITIES SERVICE","2013-02-28",0,0
"account_italian_banks_abi_3480",3480,"B.S.GEMINIANO S.PROSPERO","2013-02-28",1,5188
"account_italian_banks_abi_3481",3481,"CITCO BANK NEDERLAND N.V","2013-02-28",0,0
"account_italian_banks_abi_3482",3482,"RABO BANK NEDERLAND","2013-02-28",0,0
"account_italian_banks_abi_3483",3483,"BANQUE FRANCAISE COMMERCE EXTERIEUR","2013-02-28",1,3544
"account_italian_banks_abi_3484",3484,"BANCO SAN MARCO","2013-02-28",1,3336
"account_italian_banks_abi_3485",3485,"BANQUE NATIONALE DE PARIS","2013-02-28",1,3479
"account_italian_banks_abi_3486",3486,"B.VALDOSTANO A.BERARD & C.","2013-02-28",1,1030
"account_italian_banks_abi_3487",3487,"THE BANK OF TOKYO-MITSUBISHI UFJ LTD","2013-02-28",0,0
"account_italian_banks_abi_3488",3488,"CASSA LOMBARDA S.P.A.","2013-02-28",0,0
"account_italian_banks_abi_3489",3489,"MIZUHO CORPORATE BANK LIMITED","2013-02-28",2,0
"account_italian_banks_abi_3490",3490,"BANQUE BRUXELLES LAMBERT","2013-02-28",1,3475
"account_italian_banks_abi_3491",3491,"MIDLAND BANK PLC LONDON","2013-02-28",2,0
"account_italian_banks_abi_3492",3492,"MEDIOCREVAL SPA","2013-02-28",0,0
"account_italian_banks_abi_3493",3493,"CASSA CENTR. RAIFFEISEN  ALTO-ADIGE","2013-02-28",0,0
"account_italian_banks_abi_3494",3494,"JPMORGAN CHASE BANK NATIONAL ASSOC.","2013-02-28",0,0
"account_italian_banks_abi_3496",3496,"CREDIT COMMERCIAL FRANCE","2013-02-28",1,3021
"account_italian_banks_abi_3497",3497,"CREDIT LYONNAIS","2013-02-28",1,3432
"account_italian_banks_abi_3498",3498,"CAISSE NATIONALE  CREDIT AGRICOLE","2013-02-28",1,3268
"account_italian_banks_abi_3499",3499,"THE SUMITOMO BANK LIMITED","2013-02-28",2,0
"account_italian_banks_abi_3500",3500,"BANCO DI BRESCIA S. PAOLO CAB SPA","2013-02-28",0,0
"account_italian_banks_abi_3502",3502,"BANCO SANTANDER CENTRAL HISPANO S.A.","2013-02-28",2,0
"account_italian_banks_abi_3503",3503,"CONTINENTAL ILLINOIS NATIONAL BANK","2013-02-28",1,3377
"account_italian_banks_abi_3508",3508,"CRED.AGRIC. COMM.FASANESE","2013-02-28",1,6265
"account_italian_banks_abi_3512",3512,"CREDITO ARTIGIANO","2013-02-28",1,5216
"account_italian_banks_abi_3516",3516,"CREDITO COMMERCIALE","2013-02-28",1,6230
"account_italian_banks_abi_3524",3524,"CRED. COMMERCIALE TIRRENO","2013-02-28",1,5392
"account_italian_banks_abi_3525",3525,"BANCA DEI COMUNI NOLANI","2013-02-28",1,3032
"account_italian_banks_abi_3530",3530,"CRED.INDUSTR. SAMMARINESE","2013-02-28",0,0
"account_italian_banks_abi_3544",3544,"CREDITO LOMBARDO","2013-02-28",1,5040
"account_italian_banks_abi_3556",3556,"DIV.ROLO BANCA 1473-UNICREDIT BANCA","2013-02-28",1,2008
"account_italian_banks_abi_3561",3561,"ABC INTERNATIONAL BANK PLC","2013-02-28",0,0
"account_italian_banks_abi_3562",3562,"THE HONGKONG AND SHANGHAI BANKING","2013-02-28",2,0
"account_italian_banks_abi_3563",3563,"DRESDNER BANK A.G.","2013-02-28",1,3095
"account_italian_banks_abi_3564",3564,"CREDITO VARESINO","2013-02-28",1,5428
"account_italian_banks_abi_3565",3565,"FIRST NAT.BANK OF CHICAGO","2013-02-28",2,0
"account_italian_banks_abi_3566",3566,"CITIBANK N.A.","2013-02-28",0,0
"account_italian_banks_abi_3567",3567,"MORGAN GUARANTY TRUST -  COMPANY","2013-02-28",1,3494
"account_italian_banks_abi_3568",3568,"FRATELLI CERIANA S.P.A.","2013-02-28",1,6230
"account_italian_banks_abi_3569",3569,"CHEMICAL BANK","2013-02-28",1,3494
"account_italian_banks_abi_3571",3571,"THE BANK OF NEW YORK","2013-02-28",1,3040
"account_italian_banks_abi_3573",3573,"ISTIT. BANCARIO ITALIANO","2013-02-28",1,6070
"account_italian_banks_abi_3575",3575,"LLOYDS BANK PLC","2013-02-28",2,0
